Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Aruba,43.1310430706124,42.9494185733995,42.8527323247916,42.6611570247934,42.3591594688668,41.9366637462467,41.4062961182652,40.725620154062,39.9492185201066,39.1934940165178,38.4280916650453,37.6186954341044,36.690708599876,35.6158037917646,34.4725334221815,33.3498035921634,32.1853168280427,31.0564462991434,30.1394602999773,29.423765442054,28.9240602892406,28.6966868167408,28.4832689017048,28.1802050782783,27.9012691957086,27.534973169143,27.0591606896659,26.5275407292475,26.0813131980445,26.0056815103219,26.5592780563524,27.6965696098078,28.102405561927,27.5241846323936,26.8469626090041,26.0090850097339,25.1488975911958,24.4795866011874,23.9784245154407,23.608504955852,23.2556312499299,22.8794636703955,22.5041130517209,22.1027820627609,21.6689206164241,21.3578103997545,21.2401876441455,21.1831134346555,21.1304543042573,21.0513849131153,20.7486433828476,20.2250019745676,19.7372480083046,19.3487558320373,19.0455045659015,18.7996067429202,18.5717214384812,18.3348587091053,18.0697706242362,17.7673391737323,17.3510219591029,16.7994067760814,16.240781624313
Africa Eastern and Southern,44.2000161820481,44.285568588289,44.3819921563279,44.4950978851111,44.6098096523218,44.7288589221977,44.8547629154212,44.9735331734901,45.0839111744781,45.1920354584117,45.3102679138395,45.4285747989249,45.5395933572709,45.6181880061979,45.6522277977864,45.6767443704248,45.7160922613424,45.739127929765,45.7206612590142,45.7020960422987,45.6741830578867,45.6605096568793,45.6649575169904,45.6365197830601,45.5786886264196,45.519748144478,45.4788747945669,45.4754018375813,45.5069949121705,45.5386650874645,45.5602375679936,45.5808496987614,45.6075275574049,45.6435242910124,45.5685297989557,45.4488521680713,45.4166582225268,45.3629893920904,45.2259728997999,45.0424189770251,44.8507743046745,44.6461589317462,44.4445584713958,44.2581117437644,44.0855575941329,43.9346272237786,43.7995792106487,43.6755418260986,43.5661319791078,43.4605719989725,43.3412574781264,43.2077638965504,43.0727197145178,42.9336843971767,42.7773329298219,42.5941602352078,42.4239938736667,42.2552510436064,42.0527761464688,41.8320898365014,41.598104923321,41.362729139574,41.1233231498459
Afghanistan,41.6271864684651,41.6953029189524,41.7691668785528,41.8853766782279,42.0593887198501,42.3141327571861,42.6201405335114,42.9187974461615,43.2083750435887,43.4894284281289,43.7592715650739,44.0151410825322,44.2605080602237,44.4977192608626,44.7285117535112,44.9499012369929,45.1597601419849,45.3646939816162,45.5686425294341,45.7722670594067,45.9728550490178,46.1650423860811,46.3499581717949,46.507146848665,46.6609847929259,46.8224818131924,46.970919060034,47.0996849872873,47.2213523826043,47.3372457297943,47.474496007217,47.6428472447194,47.8215139159388,48.001529589196,48.2181114886561,48.466018942059,48.7306518705022,49.0016341163514,49.2689718539834,49.5154857037621,49.7182582034242,49.8659492984086,49.9436209267254,49.9614310008377,49.9220361703005,49.6154806542516,49.2306747206613,49.6953911336511,49.8904632307041,49.3195082801243,48.9689982912891,48.2643602343821,47.4324904337073,46.867620814212,46.2315378217709,45.7921058791564,45.5209667513396,45.1186155199624,44.7084445995593,44.2913519225043,43.8079121491391,43.424542703341,43.1306335411773
Africa Western and Central,41.3223729197225,41.4171935731326,41.5290339431241,41.6961176286942,41.9444263076979,42.1685764009463,42.3315208693869,42.492222066837,42.6476920580682,42.7997777810945,42.9436575294232,43.0922588011398,43.2479901484719,43.3982008329858,43.5500514783731,43.7072180619475,43.8522533819648,43.9880026300369,44.140468346672,44.3040449976765,44.4857560144726,44.6775154602251,44.8530310833137,45.0383182429418,45.241828375405,45.4201970937241,45.5495981873021,45.6199199234734,45.6016941878358,45.5441742072897,45.4887328715013,45.4073178446143,45.2944847016937,45.1573743327668,45.0137182561486,44.8614273104776,44.7126429011261,44.5789508269287,44.4404086603956,44.3255483522722,44.2568710306875,44.2267590788805,44.2081087513309,44.1813340494691,44.1560901663171,44.1472889275124,44.1577343936646,44.1709233093501,44.1831831161936,44.1945363560834,44.2073116347357,44.227273514264,44.2556425242001,44.2666766649868,44.2315266838095,44.1551628174622,44.0420219032283,43.8935351090288,43.7212138186401,43.5314105316625,43.3193465660061,43.0950269902435,42.8523448654922
Angola,42.2366982873782,42.7284637790042,43.2568008113884,43.8112105963273,44.4162015117044,44.9719576022759,45.4493481085207,45.9027219720007,46.3160658964877,46.6710709011754,47.0234301023741,47.2515759547965,47.2155659669226,47.0547660278499,46.8777519776017,46.7052188821014,46.5432112611631,46.3701267370036,46.190406338986,46.0315697025743,45.8895277475342,45.7788439297586,45.7095732809725,45.6775149671923,45.6986710546865,45.7817421803517,45.9261093085861,46.110489218451,46.2908445962914,46.4498048778015,46.5861854334449,46.7119353458165,46.8124933554361,46.8960623953969,46.9615914567423,46.9600124063303,46.9020898087751,46.8111267282293,46.6948819225575,46.5734627264838,46.4422789178179,46.3071477987023,46.177175408838,46.0506884594572,45.937723498192,45.8501440944414,45.7883969373496,45.7482332109849,45.7343403565688,45.7385956452008,45.7448067256614,45.7453625207997,45.7474677967949,45.7563834660662,45.7641643452779,45.7595480273713,45.7185863618669,45.6410930016418,45.5459445531786,45.4255877277043,45.3066016809735,45.1791048303746,45.0151306638764
Albania,41.0386579156364,41.4956430706721,41.9220591259753,42.284534540697,42.5505993419745,42.6885110825067,42.7184243308445,42.6846210390198,42.5796294318315,42.393195147002,42.1138402679708,41.744392445933,41.3041818056295,40.7868240282983,40.1999998839661,39.572932868751,38.9187082651572,38.2485192599814,37.5793571731473,36.9253033218717,36.3065951218219,35.7370207778836,35.2172463376868,34.739990887043,34.3006754583057,33.9054773033602,33.5509527527433,33.2364016658863,32.972200433433,32.7519517126033,32.5635104977428,32.3920230315333,32.2312840088155,32.0717160744634,31.904674516397,31.7194135607381,31.4755217371767,31.1372309655505,30.6954712081692,30.1596971567142,29.5438700033516,28.848047889214,28.075129876221,27.2520353276165,26.3840221901328,25.4710426645616,24.5405770218756,23.6003962926443,22.6787612109541,21.7987870159832,20.9785338399351,20.2468305423535,19.6161701518536,19.0870740495197,18.6119110905232,18.1666797052053,17.7939010705424,17.4432121082673,17.0830823496453,16.7517576825922,16.4715191611974,16.2817238878905,16.1466104637724
Andorra,26.8890653958168,27.3799618227204,27.9066600081718,28.4006925968157,28.7943262411348,29.021198156682,29.3688986663,29.9564927434977,30.3814514476419,30.4352539433032,30.1880617305707,29.7774546818939,29.2506131744919,28.6264783651383,27.9646187866551,27.2888438647588,26.6356017546555,26.0040712139326,25.3549664604663,24.6338820221428,23.7328353598607,22.6508955728287,22.0153893984144,21.7624653739612,21.2811607259279,20.5434894258095,19.9190869322106,19.4846226514118,18.9680693592726,18.3990627148349,17.7881070385201,17.2401663224165,16.7980308465789,16.4100006761782,16.0779527172043,15.7935719677407,15.5992049573249,15.4965832843759,15.4267436776584,15.3613586170132,15.2774310677408,15.244028310233,15.264966795345,15.2494672394547,15.1767435512488,15.0052301582828,15.0933988195037,15.4614710529177,15.786601801328,16.0923197746845,16.3186263886073,16.435327877564,16.4126034148917,16.2513223991649,15.9400459359271,15.5034113637789,15.1729034125764,14.6953065218422,14.095462816693,13.6718494164494,13.3346203346203,13.0747526381051,12.7950240529164
Arab World,43.5052833142627,43.7248108225076,43.8981948564147,44.0615337150026,44.2088256194351,44.3458181274148,44.4814143428501,44.5965605884347,44.6639462318951,44.701298450575,44.7353408907922,44.7661561581986,44.7967777099714,44.8183607904993,44.8066741056256,44.8232286574357,44.8591936433441,44.821265663313,44.738942939827,44.6466930405309,44.5396715524329,44.4307656980678,44.3217084033602,44.2095353270072,44.0937671114643,43.9675248944301,43.8347649473948,43.6936017962646,43.5249169427052,43.3187442649456,43.1216427551572,42.8128897725651,42.4613886883464,42.0876145469647,41.6728368412945,41.2180048604607,40.7137602783799,40.1595192193587,39.6033255484687,39.0590194329357,38.5205310461081,37.9984706212208,37.4976869530838,37.0220772443089,36.5733677578236,36.1129589653039,35.5904420778521,35.0439892280992,34.596063142817,34.2539258174803,34.0197542324988,33.9175145673603,33.8830869530635,33.8999115935477,33.9344119286912,33.9319727928067,33.8658979078016,33.7537145667806,33.6148899742508,33.4563158305478,33.3425712506039,33.2089617950022,32.9611642397104
United Arab Emirates,38.5592013550582,37.8323072121659,37.2255713590032,36.7401986541958,36.3756801800303,36.1301867413901,36.0108268633328,36.0108357475177,35.3401394783724,33.818341194146,32.1678919903584,30.6891176820613,29.4643938032742,28.4905762932967,27.7623687508321,27.2579380707185,26.7983008155629,26.5043622437792,26.5570832735679,26.8774392468943,27.3177762207626,28.0357305168245,28.9150802838706,29.6520241456756,30.2797725803992,30.780954327776,31.1752760524206,31.2672876416087,30.9482523862144,30.3802879666399,29.6798176355938,28.9288873365072,28.1793197434496,27.4499344213335,26.727504740183,25.9852912205625,25.4659535474893,24.9516726972998,24.1121244176055,23.1394809403392,22.1747376526295,21.3166589345282,20.6117560158788,20.0535054542575,19.6018419673361,19.0040115688099,17.7431633627134,16.0983318530183,14.7291883043225,13.8458500090834,13.7447650968176,14.0747305749542,14.2593750618511,14.3316711128707,14.3343702146849,14.3178587085039,14.3286837398462,14.3965147584791,14.5293695045808,14.7122010730534,14.9409854694949,15.1430338314588,15.2321568337938
Argentina,31.1162718095194,30.978751758437,30.8310830744831,30.6841967032698,30.5438191063246,30.402439758188,30.2487229901412,30.0925866217024,29.9432253862993,29.8161241116447,29.7172637318956,29.6564488381245,29.6308497117393,29.6526490435127,29.7392986639616,29.8600839862065,30.0064544823582,30.1667697345714,30.3256586825057,30.4869114252418,30.6423461860258,30.77572543705,30.8801489982181,30.9572559776673,31.0037490701741,31.0110765925784,30.9722416925682,30.890024070159,30.7641438755437,30.5949084283413,30.4039445969413,30.1980957212797,29.9729814917119,29.7415810060055,29.5108852477345,29.2814736747524,29.0505618609344,28.8213354430812,28.5985102887007,28.3864423108692,28.1802131806071,27.9635039480871,27.7328473929068,27.4942108965076,27.2480435226372,26.9902147785386,26.7224838516436,26.4535033713104,26.1772159938644,25.8961479735009,25.6397444358013,25.4191748509299,25.2279686735182,25.0575117846874,24.8909505962578,24.7292121561043,24.5763205280432,24.4068430876801,24.1931513494201,23.9395441152544,23.6563980592251,23.3567371619625,23.0533315543961
